interaction_id,customer_id,customer_name,interaction_date,interaction_type,purpose,summary,initiated_by,handled_by,rep_id,related_invoice,outcome,notes
INT0009571,CUST000958,Hindustan Pharma Solutions,2024-10-04,Video Call,General Inquiry,Addressed questions about online portal access,Company,Rani Mishra,REP000034,,Follow-up Required,
INT0009572,CUST000958,Hindustan Pharma Solutions,2024-12-27,Video Call,Account Review,Addressed concerns about recent shipments,Company,Rakesh Joshi,REP000048,,Resolved,
INT0009573,CUST000958,Hindustan Pharma Solutions,2024-10-03,Email,Collection Call,Arranged payment schedule for overdue amounts,Company,Amit Joshi,REP000042,INV0009578,Pending,
INT0009574,CUST000958,Hindustan Pharma Solutions,2025-02-02,Video Call,Collection Call,Customer confirmed payment has been initiated,Company,Rajesh Joshi,REP000049,INV0009576,Follow-up Required,
INT0009575,CUST000958,Hindustan Pharma Solutions,2024-10-23,Chat,Account Review,Discussed upcoming orders and payment terms,Company,Amit Mishra,REP000022,,Resolved,
INT0009576,CUST000958,Hindustan Pharma Solutions,2025-04-13,Chat,Collection Call,Customer confirmed payment has been initiated,Company,Sunita Gupta,REP000015,INV0009576,Pending,
INT0009577,CUST000958,Hindustan Pharma Solutions,2025-02-19,Site Visit,Payment Confirmation,Confirmed check has been processed,Company,Neha Gupta,REP000012,INV0009571,Follow-up Required,
INT0009578,CUST000958,Hindustan Pharma Solutions,2024-12-12,Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Geeta Mishra,REP000040,INV0009574,Resolved,
INT0009579,CUST000958,Hindustan Pharma Solutions,2024-11-07,Call,Payment Confirmation,Updated records with new payment details,Company,Rajesh Gupta,REP000009,INV0009578,Pending,
INT0009580,CUST000958,Hindustan Pharma Solutions,2024-12-26,Chat,Dispute Resolution,Discussed quality issues with recent shipment,Company,Sunil Mishra,REP000024,INV0009577,Follow-up Required,
INT0009581,CUST000958,Hindustan Pharma Solutions,2024-10-09,Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Rakesh Joshi,REP000048,INV0009576,Resolved,
INT0009581,CUST000959,Indian Pharma Solutions,2025-03-27,Chat,Dispute Resolution,Customer reported incorrect billing,Company,Rahul Gupta,REP000006,INV0009583,Follow-up Required,
INT0009582,CUST000959,Indian Pharma Solutions,2024-10-30,Video Call,General Inquiry,Shared payment history report,Company,Sanjay Mishra,REP000027,,Resolved,
INT0009591,CUST000960,Tech Pharma Solutions,2024-10-23,Web Portal,Payment Confirmation,Confirmed check has been processed,Customer,Ashok Mishra,REP000030,INV0009594,Follow-up Required,
INT0009592,CUST000960,Tech Pharma Solutions,2025-02-23,Email,Dispute Resolution,Discussed quality issues with recent shipment,Company,Shalini Gupta,REP000019,INV0009592,Resolved,
INT0009593,CUST000960,Tech Pharma Solutions,2025-03-28,Web Portal,Collection Call,Explained late payment fees and implications,Company,Anil Mishra,REP000025,INV0009591,Pending,
INT0009594,CUST000960,Tech Pharma Solutions,2024-12-12,Video Call,Collection Call,Discussed payment of overdue invoices,Company,Geeta Gupta,REP000020,INV0009591,Follow-up Required,
INT0009601,CUST000961,Tata Healthcare Solutions,2024-12-29,Email,Collection Call,Customer disputed invoice amount,Company,Meena Mishra,REP000037,INV0009602,Follow-up Required,
INT0009602,CUST000961,Tata Healthcare Solutions,2024-12-19,Chat,Collection Call,Escalated to manager due to payment delays,Company,Amit Mishra,REP000022,INV0009602,Resolved,
INT0009603,CUST000961,Tata Healthcare Solutions,2025-02-09,Call,Collection Call,Left voicemail regarding overdue payment,Company,Ashok Joshi,REP000050,INV0009602,Pending,
INT0009611,CUST000962,Reliance Healthcare Solutions,2025-02-04,Site Visit,Collection Call,Customer confirmed payment has been initiated,Company,Anita Mishra,REP000036,INV0009613,Follow-up Required,
INT0009612,CUST000962,Reliance Healthcare Solutions,2025-04-15,Chat,Payment Confirmation,Confirmed check has been processed,Customer,Vijay Joshi,REP000043,INV0009615,Resolved,
INT0009613,CUST000962,Reliance Healthcare Solutions,2024-10-29,Chat,Collection Call,Explained late payment fees and implications,Company,Pooja Gupta,REP000013,INV0009612,Pending,
INT0009614,CUST000962,Reliance Healthcare Solutions,2024-10-25,Web Portal,Payment Confirmation,Confirmed check has been processed,Company,Rani Mishra,REP000034,INV0009615,Follow-up Required,
INT0009615,CUST000962,Reliance Healthcare Solutions,2024-10-24,Meeting,Collection Call,Arranged payment schedule for overdue amounts,Company,Anil Joshi,REP000045,INV0009612,Resolved,
INT0009616,CUST000962,Reliance Healthcare Solutions,2024-12-22,Meeting,Collection Call,Explained late payment fees and implications,Company,Pooja Mishra,REP000033,INV0009613,Pending,
INT0009621,CUST000963,Infosys Healthcare Solutions,2024-12-26,Chat,Account Review,Quarterly account review meeting,Company,Rajesh Mishra,REP000029,,Follow-up Required,
INT0009622,CUST000963,Infosys Healthcare Solutions,2025-04-17,Chat,Collection Call,Escalated to manager due to payment delays,Company,Anita Mishra,REP000036,INV0009623,Resolved,
INT0009623,CUST000963,Infosys Healthcare Solutions,2024-10-15,Call,Collection Call,Customer confirmed payment has been initiated,Company,Rakesh Mishra,REP000028,INV0009623,Pending,
INT0009624,CUST000963,Infosys Healthcare Solutions,2024-10-12,Email,Dispute Resolution,Resolved shipping discrepancy,Company,Pooja Mishra,REP000033,INV0009623,Follow-up Required,
INT0009625,CUST000963,Infosys Healthcare Solutions,2024-11-27,Email,Account Review,Updated customer contact information,Company,Priya Gupta,REP000011,,Resolved,
INT0009626,CUST000963,Infosys Healthcare Solutions,2025-02-27,Web Portal,Payment Confirmation,Confirmed check has been processed,Customer,Sunil Joshi,REP000044,INV0009623,Pending,
INT0009631,CUST000964,Bharti Healthcare Solutions,2025-01-04,Chat,Collection Call,Customer confirmed payment has been initiated,Company,Rani Gupta,REP000014,INV0009631,Follow-up Required,
INT0009632,CUST000964,Bharti Healthcare Solutions,2025-03-20,Meeting,Collection Call,Customer disputed invoice amount,Company,Pooja Gupta,REP000013,INV0009631,Resolved,
INT0009633,CUST000964,Bharti Healthcare Solutions,2024-10-05,Web Portal,Collection Call,Discussed payment of overdue invoices,Company,Anita Gupta,REP000016,INV0009631,Pending,
INT0009634,CUST000964,Bharti Healthcare Solutions,2024-11-08,Email,Collection Call,Arranged payment schedule for overdue amounts,Company,Raj Mishra,REP000021,INV0009631,Follow-up Required,
INT0009635,CUST000964,Bharti Healthcare Solutions,2025-04-04,Web Portal,Collection Call,Discussed payment of overdue invoices,Company,Anil Joshi,REP000045,INV0009631,Resolved,
INT0009641,CUST000965,HDFC Healthcare Solutions,2024-12-12,Email,Collection Call,Explained late payment fees and implications,Company,Rakesh Joshi,REP000048,INV0009646,Follow-up Required,
INT0009642,CUST000965,HDFC Healthcare Solutions,2024-10-26,Video Call,Collection Call,Left voicemail regarding overdue payment,Company,Rahul Mishra,REP000026,INV0009645,Resolved,
INT0009643,CUST000965,HDFC Healthcare Solutions,2024-12-20,Chat,Collection Call,Left voicemail regarding overdue payment,Company,Amit Mishra,REP000022,INV0009646,Pending,
INT0009644,CUST000965,HDFC Healthcare Solutions,2025-04-10,Site Visit,Collection Call,Customer confirmed payment has been initiated,Company,Priya Mishra,REP000031,INV0009645,Follow-up Required,
INT0009645,CUST000965,HDFC Healthcare Solutions,2024-10-15,Email,Collection Call,Arranged payment schedule for overdue amounts,Company,Vijay Joshi,REP000043,INV0009645,Resolved,
INT0009646,CUST000965,HDFC Healthcare Solutions,2025-02-27,Call,Collection Call,Discussed payment of overdue invoices,Company,Anita Gupta,REP000016,INV0009646,Pending,
INT0009647,CUST000965,HDFC Healthcare Solutions,2025-01-29,Chat,General Inquiry,Addressed questions about online portal access,Company,Ashok Gupta,REP000010,,Follow-up Required,
INT0009651,CUST000966,Wipro Healthcare Solutions,2024-11-07,Email,Dispute Resolution,Customer reported incorrect billing,Company,Rakesh Gupta,REP000008,INV0009651,Follow-up Required,
INT0009652,CUST000966,Wipro Healthcare Solutions,2024-12-17,Site Visit,Dispute Resolution,Created credit note for billing error,Company,Sanjay Gupta,REP000007,INV0009652,Resolved,
INT0009653,CUST000966,Wipro Healthcare Solutions,2024-12-15,Meeting,Dispute Resolution,Clarified invoice line items,Customer,Vijay Joshi,REP000043,INV0009653,Pending,
INT0009661,CUST000967,Mahindra Healthcare Solutions,2025-03-13,Video Call,Payment Confirmation,Verified payment receipt for invoice,Customer,Neha Gupta,REP000012,INV0009661,Follow-up Required,
INT0009671,CUST000968,Birla Healthcare Solutions,2024-10-01,Site Visit,General Inquiry,Explained invoice details,Company,Rajesh Joshi,REP000049,,Follow-up Required,
INT0009672,CUST000968,Birla Healthcare Solutions,2025-03-01,Video Call,Account Review,Addressed concerns about recent shipments,Company,Rahul Joshi,REP000046,,Resolved,
INT0009681,CUST000969,Adani Healthcare Solutions,2024-12-06,Video Call,Collection Call,Customer disputed invoice amount,Company,Anil Gupta,REP000005,INV0009685,Follow-up Required,
INT0009682,CUST000969,Adani Healthcare Solutions,2025-02-27,Meeting,Collection Call,Customer promised payment by next week,Company,Pooja Gupta,REP000013,INV0009685,Resolved,
INT0009683,CUST000969,Adani Healthcare Solutions,2024-10-31,Chat,Collection Call,Discussed payment of overdue invoices,Company,Rajesh Mishra,REP000029,INV0009685,Pending,
INT0009691,CUST000970,JSW Healthcare Solutions,2024-11-02,Video Call,Collection Call,Left voicemail regarding overdue payment,Company,Anil Gupta,REP000005,INV0009691,Follow-up Required,
INT0009692,CUST000970,JSW Healthcare Solutions,2024-11-27,Video Call,Collection Call,Customer confirmed payment has been initiated,Company,Rahul Joshi,REP000046,INV0009693,Resolved,
INT0009693,CUST000970,JSW Healthcare Solutions,2025-03-12,Meeting,Account Review,Negotiated new payment terms,Company,Rajesh Gupta,REP000009,,Pending,
INT0009694,CUST000970,JSW Healthcare Solutions,2024-10-06,Call,Collection Call,Explained late payment fees and implications,Company,Amit Joshi,REP000042,INV0009693,Follow-up Required,
INT0009695,CUST000970,JSW Healthcare Solutions,2024-11-14,Email,General Inquiry,Provided account balance information,Company,Shalini Gupta,REP000019,,Resolved,
INT0009696,CUST000970,JSW Healthcare Solutions,2025-01-18,Video Call,Collection Call,Explained late payment fees and implications,Company,Anita Mishra,REP000036,INV0009693,Pending,
INT0009697,CUST000970,JSW Healthcare Solutions,2025-03-27,Meeting,Collection Call,Explained late payment fees and implications,Company,Sunita Gupta,REP000015,INV0009693,Follow-up Required,
INT0009701,CUST000971,Godrej Healthcare Solutions,2025-03-15,Site Visit,Dispute Resolution,Clarified invoice line items,Company,Meena Mishra,REP000037,INV0009701,Follow-up Required,
INT0009702,CUST000971,Godrej Healthcare Solutions,2025-02-01,Meeting,Account Review,Discussed upcoming orders and payment terms,Company,Rani Gupta,REP000014,,Resolved,
INT0009703,CUST000971,Godrej Healthcare Solutions,2025-04-07,Chat,Payment Confirmation,Verified payment receipt for invoice,Company,Vijay Mishra,REP000023,INV0009708,Pending,
INT0009711,CUST000972,L&T Healthcare Solutions,2025-04-02,Email,Collection Call,Escalated to manager due to payment delays,Company,Ashok Gupta,REP000010,INV0009714,Follow-up Required,
INT0009712,CUST000972,L&T Healthcare Solutions,2025-02-18,Site Visit,Collection Call,Customer promised payment by next week,Company,Rajesh Joshi,REP000049,INV0009712,Resolved,
INT0009713,CUST000972,L&T Healthcare Solutions,2024-11-16,Video Call,Collection Call,Customer confirmed payment has been initiated,Company,Sanjay Mishra,REP000027,INV0009712,Pending,
INT0009714,CUST000972,L&T Healthcare Solutions,2025-02-24,Meeting,Collection Call,Arranged payment schedule for overdue amounts,Company,Rahul Gupta,REP000006,INV0009716,Follow-up Required,
INT0009715,CUST000972,L&T Healthcare Solutions,2025-02-09,Call,Collection Call,Explained late payment fees and implications,Company,Amit Gupta,REP000002,INV0009716,Resolved,
INT0009716,CUST000972,L&T Healthcare Solutions,2024-12-26,Chat,Collection Call,Explained late payment fees and implications,Company,Neha Gupta,REP000012,INV0009716,Pending,
INT0009717,CUST000972,L&T Healthcare Solutions,2025-04-03,Chat,Collection Call,Customer disputed invoice amount,Company,Anita Mishra,REP000036,INV0009716,Follow-up Required,
INT0009718,CUST000972,L&T Healthcare Solutions,2024-11-17,Chat,Account Review,Negotiated new payment terms,Company,Ashok Mishra,REP000030,,Resolved,
INT0009719,CUST000972,L&T Healthcare Solutions,2025-01-20,Web Portal,Collection Call,Explained late payment fees and implications,Company,Kavita Gupta,REP000018,INV0009714,Pending,
INT0009721,CUST000973,ICICI Healthcare Solutions,2024-11-10,Chat,Collection Call,Discussed payment of overdue invoices,Company,Geeta Mishra,REP000040,INV0009723,Follow-up Required,
INT0009722,CUST000973,ICICI Healthcare Solutions,2024-11-19,Chat,Collection Call,Explained late payment fees and implications,Company,Sunil Joshi,REP000044,INV0009722,Resolved,
INT0009723,CUST000973,ICICI Healthcare Solutions,2025-03-27,Site Visit,Collection Call,Customer promised payment by next week,Company,Sanjay Gupta,REP000007,INV0009723,Pending,
INT0009724,CUST000973,ICICI Healthcare Solutions,2025-02-07,Web Portal,Collection Call,Escalated to manager due to payment delays,Company,Rajesh Joshi,REP000049,INV0009723,Follow-up Required,
INT0009725,CUST000973,ICICI Healthcare Solutions,2025-01-23,Video Call,Collection Call,Escalated to manager due to payment delays,Company,Ashok Gupta,REP000010,INV0009721,Resolved,
INT0009726,CUST000973,ICICI Healthcare Solutions,2024-10-26,Chat,General Inquiry,Responded to statement request,Customer,Ashok Mishra,REP000030,,Pending,
INT0009727,CUST000973,ICICI Healthcare Solutions,2024-10-16,Meeting,Collection Call,Explained late payment fees and implications,Company,Rakesh Joshi,REP000048,INV0009722,Follow-up Required,
INT0009731,CUST000974,SBI Healthcare Solutions,2024-12-27,Email,Collection Call,Explained late payment fees and implications,Company,Sunil Gupta,REP000004,INV0009732,Follow-up Required,
INT0009732,CUST000974,SBI Healthcare Solutions,2025-04-12,Email,Collection Call,Discussed payment of overdue invoices,Company,Rani Mishra,REP000034,INV0009732,Resolved,
INT0009733,CUST000974,SBI Healthcare Solutions,2025-03-28,Chat,Collection Call,Arranged payment schedule for overdue amounts,Company,Priya Mishra,REP000031,INV0009732,Pending,
INT0009734,CUST000974,SBI Healthcare Solutions,2024-11-29,Site Visit,Collection Call,Left voicemail regarding overdue payment,Company,Pooja Mishra,REP000033,INV0009732,Follow-up Required,
INT0009735,CUST000974,SBI Healthcare Solutions,2024-12-06,Meeting,Account Review,Addressed concerns about recent shipments,Company,Sunita Mishra,REP000035,,Resolved,
INT0009736,CUST000974,SBI Healthcare Solutions,2025-02-07,Video Call,Collection Call,Discussed payment of overdue invoices,Company,Kavita Mishra,REP000038,INV0009732,Pending,
INT0009741,CUST000975,TCS Healthcare Solutions,2025-02-28,Email,Collection Call,Arranged payment schedule for overdue amounts,Company,Geeta Gupta,REP000020,INV0009747,Follow-up Required,
INT0009742,CUST000975,TCS Healthcare Solutions,2024-10-04,Web Portal,Collection Call,Left voicemail regarding overdue payment,Company,Vijay Joshi,REP000043,INV0009747,Resolved,
INT0009743,CUST000975,TCS Healthcare Solutions,2025-01-31,Email,Collection Call,Customer confirmed payment has been initiated,Company,Pooja Mishra,REP000033,INV0009741,Pending,
INT0009744,CUST000975,TCS Healthcare Solutions,2024-12-26,Email,Collection Call,Left voicemail regarding overdue payment,Company,Anil Mishra,REP000025,INV0009747,Follow-up Required,
INT0009745,CUST000975,TCS Healthcare Solutions,2025-03-17,Site Visit,Collection Call,Explained late payment fees and implications,Company,Kavita Mishra,REP000038,INV0009747,Resolved,
INT0009751,CUST000976,Bajaj Healthcare Solutions,2025-03-26,Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Anil Joshi,REP000045,INV0009753,Follow-up Required,
INT0009752,CUST000976,Bajaj Healthcare Solutions,2025-04-16,Email,Collection Call,Customer promised payment by next week,Company,Rakesh Gupta,REP000008,INV0009752,Resolved,
