interaction_id,customer_id,customer_name,interaction_date,interaction_type,purpose,summary,initiated_by,handled_by,rep_id,related_invoice,outcome,notes
INT0009225,CUST000923,Infosys Textiles Solutions,2024-11-18,Site Visit,Payment Confirmation,Received confirmation of payment transfer,Company,Sunil Joshi,REP000044,INV0009227,Resolved,
INT0009226,CUST000923,Infosys Textiles Solutions,2025-03-27,Call,Dispute Resolution,Customer reported incorrect billing,Company,Anil Gupta,REP000005,INV0009227,Pending,
INT0009227,CUST000923,Infosys Textiles Solutions,2024-10-30,Email,Collection Call,Escalated to manager due to payment delays,Company,Pooja Gupta,REP000013,INV0009221,Follow-up Required,
INT0009228,CUST000923,Infosys Textiles Solutions,2024-12-19,Call,Account Review,Quarterly account review meeting,Company,Priya Mishra,REP000031,,Resolved,
INT0009229,CUST000923,Infosys Textiles Solutions,2025-03-06,Web Portal,Collection Call,Escalated to manager due to payment delays,Company,Rakesh Joshi,REP000048,INV0009226,Pending,
INT0009230,CUST000923,Infosys Textiles Solutions,2025-02-28,Call,Collection Call,Customer promised payment by next week,Company,Amit Gupta,REP000002,INV0009228,Follow-up Required,
INT0009231,CUST000923,Infosys Textiles Solutions,2024-10-28,Call,Payment Confirmation,Received confirmation of payment transfer,Customer,Raj Gupta,REP000001,INV0009226,Resolved,
INT0009231,CUST000924,Bharti Textiles Solutions,2025-03-31,Site Visit,Collection Call,Customer promised payment by next week,Company,Rahul Mishra,REP000026,INV0009231,Follow-up Required,
INT0009232,CUST000924,Bharti Textiles Solutions,2024-12-21,Site Visit,Dispute Resolution,Clarified invoice line items,Company,Rani Gupta,REP000014,INV0009231,Resolved,
INT0009233,CUST000924,Bharti Textiles Solutions,2024-12-05,Chat,Account Review,Negotiated new payment terms,Company,Raj Mishra,REP000021,,Pending,
INT0009234,CUST000924,Bharti Textiles Solutions,2024-10-19,Web Portal,Collection Call,Discussed payment of overdue invoices,Company,Neha Gupta,REP000012,INV0009231,Follow-up Required,
INT0009235,CUST000924,Bharti Textiles Solutions,2025-04-07,Meeting,Collection Call,Arranged payment schedule for overdue amounts,Company,Rajesh Mishra,REP000029,INV0009231,Resolved,
INT0009241,CUST000925,HDFC Textiles Solutions,2025-02-20,Email,Collection Call,Customer confirmed payment has been initiated,Company,Rahul Joshi,REP000046,INV0009241,Follow-up Required,
INT0009242,CUST000925,HDFC Textiles Solutions,2024-10-26,Meeting,Collection Call,Customer promised payment by next week,Company,Geeta Gupta,REP000020,INV0009244,Resolved,
INT0009243,CUST000925,HDFC Textiles Solutions,2025-02-19,Email,Collection Call,Customer confirmed payment has been initiated,Company,Pooja Mishra,REP000033,INV0009244,Pending,
INT0009244,CUST000925,HDFC Textiles Solutions,2024-12-27,Meeting,Collection Call,Discussed payment of overdue invoices,Company,Pooja Gupta,REP000013,INV0009247,Follow-up Required,
INT0009245,CUST000925,HDFC Textiles Solutions,2024-12-20,Web Portal,Account Review,Quarterly account review meeting,Company,Vijay Joshi,REP000043,,Resolved,
INT0009246,CUST000925,HDFC Textiles Solutions,2025-03-09,Call,Dispute Resolution,Customer reported incorrect billing,Company,Rajesh Joshi,REP000049,INV0009241,Pending,
INT0009247,CUST000925,HDFC Textiles Solutions,2024-10-17,Site Visit,Collection Call,Discussed payment of overdue invoices,Company,Vijay Joshi,REP000043,INV0009247,Follow-up Required,
INT0009251,CUST000926,Wipro Textiles Solutions,2025-04-14,Call,Collection Call,Discussed payment of overdue invoices,Company,Pooja Mishra,REP000033,INV0009253,Follow-up Required,
INT0009252,CUST000926,Wipro Textiles Solutions,2025-04-14,Call,Collection Call,Customer promised payment by next week,Company,Raj Joshi,REP000041,INV0009253,Resolved,
INT0009253,CUST000926,Wipro Textiles Solutions,2025-01-19,Video Call,Collection Call,Left voicemail regarding overdue payment,Company,Ashok Gupta,REP000010,INV0009254,Pending,
INT0009254,CUST000926,Wipro Textiles Solutions,2024-12-16,Meeting,Collection Call,Customer disputed invoice amount,Company,Ashok Mishra,REP000030,INV0009253,Follow-up Required,
INT0009255,CUST000926,Wipro Textiles Solutions,2024-10-15,Meeting,Collection Call,Left voicemail regarding overdue payment,Company,Vijay Mishra,REP000023,INV0009254,Resolved,
INT0009261,CUST000927,Mahindra Textiles Solutions,2024-11-20,Web Portal,General Inquiry,Answered questions about payment methods,Company,Amit Joshi,REP000042,,Follow-up Required,
INT0009262,CUST000927,Mahindra Textiles Solutions,2025-01-10,Site Visit,Collection Call,Explained late payment fees and implications,Company,Geeta Gupta,REP000020,INV0009261,Resolved,
INT0009263,CUST000927,Mahindra Textiles Solutions,2025-04-16,Chat,Collection Call,Explained late payment fees and implications,Company,Sunil Mishra,REP000024,INV0009264,Pending,
INT0009264,CUST000927,Mahindra Textiles Solutions,2024-11-04,Video Call,Collection Call,Discussed payment of overdue invoices,Company,Sanjay Gupta,REP000007,INV0009266,Follow-up Required,
INT0009265,CUST000927,Mahindra Textiles Solutions,2025-03-20,Chat,Dispute Resolution,Created credit note for billing error,Customer,Amit Joshi,REP000042,INV0009264,Resolved,
INT0009266,CUST000927,Mahindra Textiles Solutions,2024-10-01,Web Portal,Collection Call,Left voicemail regarding overdue payment,Company,Rani Gupta,REP000014,INV0009261,Pending,
INT0009267,CUST000927,Mahindra Textiles Solutions,2025-04-10,Video Call,Payment Confirmation,Updated records with new payment details,Company,Rakesh Mishra,REP000028,INV0009261,Follow-up Required,
INT0009271,CUST000928,Birla Textiles Solutions,2025-04-02,Site Visit,Account Review,Addressed concerns about recent shipments,Company,Raj Joshi,REP000041,,Follow-up Required,
INT0009272,CUST000928,Birla Textiles Solutions,2024-11-25,Site Visit,Dispute Resolution,Created credit note for billing error,Company,Meena Mishra,REP000037,INV0009274,Resolved,
INT0009273,CUST000928,Birla Textiles Solutions,2025-04-15,Chat,General Inquiry,Addressed questions about online portal access,Company,Ashok Mishra,REP000030,,Pending,
INT0009274,CUST000928,Birla Textiles Solutions,2024-12-23,Call,Collection Call,Escalated to manager due to payment delays,Company,Anil Mishra,REP000025,INV0009274,Follow-up Required,
INT0009275,CUST000928,Birla Textiles Solutions,2024-12-26,Email,Dispute Resolution,Clarified invoice line items,Company,Rahul Joshi,REP000046,INV0009274,Resolved,
INT0009276,CUST000928,Birla Textiles Solutions,2024-10-27,Meeting,General Inquiry,Addressed questions about online portal access,Company,Raj Gupta,REP000001,,Pending,
INT0009277,CUST000928,Birla Textiles Solutions,2025-03-04,Web Portal,Collection Call,Explained late payment fees and implications,Company,Amit Gupta,REP000002,INV0009274,Follow-up Required,
INT0009281,CUST000929,Adani Textiles Solutions,2024-11-23,Video Call,Account Review,Addressed concerns about recent shipments,Company,Priya Gupta,REP000011,,Follow-up Required,
INT0009282,CUST000929,Adani Textiles Solutions,2025-01-16,Call,Account Review,Updated customer contact information,Company,Rahul Mishra,REP000026,,Resolved,
INT0009283,CUST000929,Adani Textiles Solutions,2024-10-04,Call,Collection Call,Left voicemail regarding overdue payment,Company,Raj Gupta,REP000001,INV0009282,Pending,
INT0009284,CUST000929,Adani Textiles Solutions,2025-03-31,Email,Collection Call,Customer confirmed payment has been initiated,Company,Rajesh Mishra,REP000029,INV0009282,Follow-up Required,
INT0009285,CUST000929,Adani Textiles Solutions,2024-10-19,Chat,Collection Call,Customer promised payment by next week,Company,Anita Gupta,REP000016,INV0009282,Resolved,
INT0009291,CUST000930,JSW Textiles Solutions,2025-02-04,Chat,Collection Call,Arranged payment schedule for overdue amounts,Company,Vijay Gupta,REP000003,INV0009292,Follow-up Required,
INT0009292,CUST000930,JSW Textiles Solutions,2025-03-29,Chat,Collection Call,Left voicemail regarding overdue payment,Company,Amit Joshi,REP000042,INV0009291,Resolved,
INT0009293,CUST000930,JSW Textiles Solutions,2025-02-14,Call,Collection Call,Left voicemail regarding overdue payment,Company,Amit Gupta,REP000002,INV0009291,Pending,
INT0009294,CUST000930,JSW Textiles Solutions,2025-02-23,Call,Collection Call,Escalated to manager due to payment delays,Company,Priya Mishra,REP000031,INV0009292,Follow-up Required,
INT0009295,CUST000930,JSW Textiles Solutions,2025-03-06,Email,Collection Call,Customer promised payment by next week,Company,Sunil Gupta,REP000004,INV0009292,Resolved,
INT0009301,CUST000931,Godrej Textiles Solutions,2024-12-13,Email,Collection Call,Discussed payment of overdue invoices,Company,Anil Joshi,REP000045,INV0009303,Follow-up Required,
INT0009302,CUST000931,Godrej Textiles Solutions,2025-02-25,Chat,General Inquiry,Shared payment history report,Company,Anita Mishra,REP000036,,Resolved,
INT0009303,CUST000931,Godrej Textiles Solutions,2024-12-16,Email,Collection Call,Customer disputed invoice amount,Company,Ashok Joshi,REP000050,INV0009302,Pending,
INT0009304,CUST000931,Godrej Textiles Solutions,2024-10-12,Video Call,Dispute Resolution,Processing refund for returned items,Company,Sunil Gupta,REP000004,INV0009302,Follow-up Required,
INT0009305,CUST000931,Godrej Textiles Solutions,2025-02-06,Web Portal,Payment Confirmation,Updated records with new payment details,Company,Shalini Mishra,REP000039,INV0009304,Resolved,
INT0009306,CUST000931,Godrej Textiles Solutions,2024-12-26,Meeting,Collection Call,Discussed payment of overdue invoices,Company,Sanjay Mishra,REP000027,INV0009302,Pending,
INT0009307,CUST000931,Godrej Textiles Solutions,2025-01-09,Chat,Collection Call,Left voicemail regarding overdue payment,Company,Sunil Mishra,REP000024,INV0009301,Follow-up Required,
INT0009311,CUST000932,L&T Textiles Solutions,2024-10-31,Site Visit,Payment Confirmation,Reconciled payment with outstanding invoices,Customer,Rahul Mishra,REP000026,INV0009315,Follow-up Required,
INT0009312,CUST000932,L&T Textiles Solutions,2025-02-16,Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Rajesh Joshi,REP000049,INV0009314,Resolved,
INT0009313,CUST000932,L&T Textiles Solutions,2024-12-01,Video Call,Collection Call,Customer promised payment by next week,Company,Raj Joshi,REP000041,INV0009316,Pending,
INT0009314,CUST000932,L&T Textiles Solutions,2024-11-02,Chat,Collection Call,Customer promised payment by next week,Company,Amit Joshi,REP000042,INV0009316,Follow-up Required,
INT0009315,CUST000932,L&T Textiles Solutions,2025-04-02,Video Call,Account Review,Reviewed credit limit and payment history,Company,Neha Gupta,REP000012,,Resolved,
INT0009316,CUST000932,L&T Textiles Solutions,2024-10-04,Web Portal,Collection Call,Customer promised payment by next week,Company,Amit Gupta,REP000002,INV0009316,Pending,
INT0009317,CUST000932,L&T Textiles Solutions,2024-10-17,Meeting,Collection Call,Explained late payment fees and implications,Company,Meena Gupta,REP000017,INV0009316,Follow-up Required,
INT0009321,CUST000933,ICICI Textiles Solutions,2024-12-03,Chat,Dispute Resolution,Processing refund for returned items,Customer,Rakesh Mishra,REP000028,INV0009327,Follow-up Required,
INT0009322,CUST000933,ICICI Textiles Solutions,2025-02-09,Web Portal,Payment Confirmation,Updated records with new payment details,Company,Rani Gupta,REP000014,INV0009324,Resolved,
INT0009323,CUST000933,ICICI Textiles Solutions,2025-04-14,Email,Dispute Resolution,Created credit note for billing error,Customer,Sunil Mishra,REP000024,INV0009328,Pending,
INT0009331,CUST000934,SBI Textiles Solutions,2024-12-13,Video Call,Payment Confirmation,Updated records with new payment details,Company,Sunita Mishra,REP000035,INV0009332,Follow-up Required,
INT0009332,CUST000934,SBI Textiles Solutions,2024-10-16,Call,Collection Call,Escalated to manager due to payment delays,Company,Geeta Gupta,REP000020,INV0009334,Resolved,
INT0009333,CUST000934,SBI Textiles Solutions,2024-11-25,Meeting,Collection Call,Customer promised payment by next week,Company,Pooja Gupta,REP000013,INV0009334,Pending,
INT0009341,CUST000935,TCS Textiles Solutions,2025-02-25,Web Portal,Collection Call,Escalated to manager due to payment delays,Company,Ashok Gupta,REP000010,INV0009341,Follow-up Required,
INT0009342,CUST000935,TCS Textiles Solutions,2024-10-11,Chat,Collection Call,Escalated to manager due to payment delays,Company,Raj Gupta,REP000001,INV0009341,Resolved,
INT0009343,CUST000935,TCS Textiles Solutions,2025-04-05,Call,Collection Call,Escalated to manager due to payment delays,Company,Sunil Mishra,REP000024,INV0009341,Pending,
INT0009351,CUST000936,Bajaj Textiles Solutions,2025-02-20,Meeting,Collection Call,Escalated to manager due to payment delays,Company,Ashok Gupta,REP000010,INV0009351,Follow-up Required,
INT0009352,CUST000936,Bajaj Textiles Solutions,2025-04-04,Call,Collection Call,Escalated to manager due to payment delays,Company,Rahul Mishra,REP000026,INV0009351,Resolved,
INT0009353,CUST000936,Bajaj Textiles Solutions,2025-03-02,Web Portal,Collection Call,Arranged payment schedule for overdue amounts,Company,Geeta Mishra,REP000040,INV0009351,Pending,
INT0009354,CUST000936,Bajaj Textiles Solutions,2024-12-17,Email,Dispute Resolution,Customer reported incorrect billing,Customer,Sanjay Joshi,REP000047,INV0009351,Follow-up Required,
INT0009355,CUST000936,Bajaj Textiles Solutions,2025-01-05,Video Call,Collection Call,Escalated to manager due to payment delays,Company,Anita Mishra,REP000036,INV0009351,Resolved,
INT0009361,CUST000937,HCL Textiles Solutions,2025-02-11,Meeting,Collection Call,Discussed payment of overdue invoices,Company,Rajesh Mishra,REP000029,INV0009366,Follow-up Required,
INT0009362,CUST000937,HCL Textiles Solutions,2025-03-06,Call,Collection Call,Customer confirmed payment has been initiated,Company,Neha Gupta,REP000012,INV0009366,Resolved,
INT0009363,CUST000937,HCL Textiles Solutions,2024-10-03,Meeting,Collection Call,Customer promised payment by next week,Company,Meena Mishra,REP000037,INV0009366,Pending,
INT0009364,CUST000937,HCL Textiles Solutions,2025-01-17,Call,Collection Call,Customer disputed invoice amount,Company,Anil Mishra,REP000025,INV0009366,Follow-up Required,
INT0009365,CUST000937,HCL Textiles Solutions,2024-11-06,Site Visit,Collection Call,Customer confirmed payment has been initiated,Company,Sanjay Mishra,REP000027,INV0009366,Resolved,
INT0009371,CUST000938,Hindustan Textiles Solutions,2024-10-18,Site Visit,Collection Call,Arranged payment schedule for overdue amounts,Company,Sunil Mishra,REP000024,INV0009371,Follow-up Required,
INT0009372,CUST000938,Hindustan Textiles Solutions,2025-02-10,Video Call,Collection Call,Customer promised payment by next week,Company,Rakesh Joshi,REP000048,INV0009374,Resolved,
INT0009373,CUST000938,Hindustan Textiles Solutions,2025-01-13,Video Call,Account Review,Discussed upcoming orders and payment terms,Company,Rahul Gupta,REP000006,,Pending,
INT0009374,CUST000938,Hindustan Textiles Solutions,2025-02-28,Chat,Collection Call,Customer disputed invoice amount,Company,Sanjay Gupta,REP000007,INV0009372,Follow-up Required,
INT0009375,CUST000938,Hindustan Textiles Solutions,2025-02-02,Meeting,Collection Call,Arranged payment schedule for overdue amounts,Company,Sunil Gupta,REP000004,INV0009371,Resolved,
INT0009376,CUST000938,Hindustan Textiles Solutions,2024-12-23,Meeting,Collection Call,Explained late payment fees and implications,Company,Raj Mishra,REP000021,INV0009371,Pending,
INT0009377,CUST000938,Hindustan Textiles Solutions,2024-11-05,Site Visit,Collection Call,Customer disputed invoice amount,Company,Raj Joshi,REP000041,INV0009371,Follow-up Required,
INT0009381,CUST000939,Indian Textiles Solutions,2025-03-15,Email,General Inquiry,Shared payment history report,Customer,Rakesh Joshi,REP000048,,Follow-up Required,
INT0009382,CUST000939,Indian Textiles Solutions,2024-10-19,Email,General Inquiry,Addressed questions about online portal access,Company,Ashok Mishra,REP000030,,Resolved,
INT0009383,CUST000939,Indian Textiles Solutions,2025-02-18,Site Visit,General Inquiry,Explained invoice details,Customer,Kavita Mishra,REP000038,,Pending,
INT0009391,CUST000940,Tech Textiles Solutions,2024-12-21,Site Visit,Payment Confirmation,Updated records with new payment details,Customer,Priya Mishra,REP000031,INV0009392,Follow-up Required,
